music,uid,score
1669,ukiyakan.master,2
1671,ukiyakan.master,3
3178,ukiyakan.master,2
2534,ukiyakan.master,2
2399,ukiyakan.master,5
2239,ukiyakan.master,2
2237,ukiyakan.master,4
2234,ukiyakan.master,4
8659,fool_yoru,9
1658,ukiyakan.master,4
2226,ukiyakan.master,2
2272,ukiyakan.master,2
2275,ukiyakan.master,5
676,ukiyakan.master,4
678,ukiyakan.master,4
627,ukiyakan.master,2
1631,ukiyakan.master,2
1634,ukiyakan.master,2
1629,ukiyakan.master,3
1636,ukiyakan.master,4
1637,ukiyakan.master,2
1510,ukiyakan.master,3
2652,ukiyakan.master,2
1107,ukiyakan.master,2
3375,ukiyakan.master,3
9651,adatidaikazoku,9
2277,ukiyakan.master,5
670,ukiyakan.master,3
655,ukiyakan.master,4
2274,ukiyakan.master,4
635,ukiyakan.master,4
654,ukiyakan.master,4
3382,ukiyakan.master,2
2278,ukiyakan.master,4
3238,ukiyakan.master,2
2271,ukiyakan.master,2
1987,ukiyakan.master,2
3421,ukiyakan.master,2
792,ukiyakan.master,3
1686,ukiyakan.master,3
3143,ukiyakan.master,3
2047,ukiyakan.master,7
1168,ukiyakan.master,4
2223,ukiyakan.master,4
1683,ukiyakan.master,4
549,ukiyakan.master,6
1684,ukiyakan.master,4
542,ukiyakan.master,4
996,ukiyakan.master,4
623,ukiyakan.master,3
1687,ukiyakan.master,3
1685,ukiyakan.master,6
2524,ukiyakan.master,3
626,ukiyakan.master,3
68,ukiyakan.master,5
43,ukiyakan.master,3
563,ukiyakan.master,3
1340,ukiyakan.master,4
543,ukiyakan.master,3
1271,ukiyakan.master,3
1084,ukiyakan.master,3
2851,ukiyakan.master,4
1341,ukiyakan.master,4
67,ukiyakan.master,5
560,ukiyakan.master,4
546,ukiyakan.master,6
2437,ukiyakan.master,4
2834,ukiyakan.master,2
1760,kusumin,7
6394,kusumin,7
3080,ukiyakan.master,4
3518,ukiyakan.master,2
3529,ukiyakan.master,2
607,ukiyakan.master,4
3513,ukiyakan.master,2
3519,ukiyakan.master,4
3508,ukiyakan.master,5
3530,ukiyakan.master,2
406,ukiyakan.master,4
205,ukiyakan.master,3
2646,ukiyakan.master,3
3527,ukiyakan.master,4
2578,ukiyakan.master,2
3211,ukiyakan.master,4
3690,ukiyakan.master,3
1677,ukiyakan.master,2
1004,ukiyakan.master,4
980,ukiyakan.master,5
799,ukiyakan.master,4
967,ukiyakan.master,4
991,ukiyakan.master,4
964,ukiyakan.master,4
995,ukiyakan.master,4
572,haruna_kuronuma,10
2967,ukiyakan.master,4
956,ukiyakan.master,3
944,ukiyakan.master,4
940,ukiyakan.master,5
988,ukiyakan.master,2
948,ukiyakan.master,3
952,ukiyakan.master,4
2518,ukiyakan.master,3
3681,ukiyakan.master,2
1117,ukiyakan.master,3
2455,ukiyakan.master,1
60,ukiyakan.master,4
2454,ukiyakan.master,2
1299,ukiyakan.master,3
1300,ukiyakan.master,3
1105,ukiyakan.master,3
2628,ukiyakan.master,2
2146,ukiyakan.master,2
1804,ukiyakan.master,4
981,ukiyakan.master,4
970,ukiyakan.master,4
3261,ukiyakan.master,3
3670,ukiyakan.master,3
1433,ukiyakan.master,2
1650,ukiyakan.master,2
197,ukiyakan.master,2
1169,nanaya0719,10
2921,ukiyakan.master,2
2924,ukiyakan.master,4
9716,kabugiko,2
1404,ukiyakan.master,3
1580,ukiyakan.master,2
1585,ukiyakan.master,2
1587,ukiyakan.master,4
253,ukiyakan.master,2
1586,ukiyakan.master,3
96,ukiyakan.master,1
3034,ukiyakan.master,3
52,ukiyakan.master,1
2884,ukiyakan.master,1
250,ukiyakan.master,2
2992,ukiyakan.master,3
1135,ukiyakan.master,3
255,ukiyakan.master,4
1579,ukiyakan.master,3
256,ukiyakan.master,3
1400,ukiyakan.master,4
2544,ukiyakan.master,2
566,ukiyakan.master,2
590,ukiyakan.master,2
1589,ukiyakan.master,3
1590,ukiyakan.master,2
251,ukiyakan.master,2
730,ukiyakan.master,3
131,ukiyakan.master,2
140,ukiyakan.master,2
135,ukiyakan.master,2
119,ukiyakan.master,2
128,ukiyakan.master,2
107,ukiyakan.master,3
125,ukiyakan.master,4
124,ukiyakan.master,4
121,ukiyakan.master,3
129,ukiyakan.master,3
130,ukiyakan.master,1
106,ukiyakan.master,1
123,ukiyakan.master,4
112,ukiyakan.master,4
104,ukiyakan.master,5
136,ukiyakan.master,3
118,ukiyakan.master,2
246,ukiyakan.master,3
109,ukiyakan.master,2
142,ukiyakan.master,1
127,ukiyakan.master,4
102,ukiyakan.master,5
108,ukiyakan.master,2
103,ukiyakan.master,3
1022,kabugiko,6
132,ukiyakan.master,4
111,ukiyakan.master,1
120,ukiyakan.master,2
137,ukiyakan.master,1
117,ukiyakan.master,6
143,ukiyakan.master,2
115,ukiyakan.master,4
138,ukiyakan.master,2
116,ukiyakan.master,2
139,ukiyakan.master,1
245,ukiyakan.master,1
114,ukiyakan.master,2
110,ukiyakan.master,4
126,ukiyakan.master,2
240,ukiyakan.master,2
133,ukiyakan.master,1
122,ukiyakan.master,5
105,ukiyakan.master,2
113,ukiyakan.master,5
211,asterrusk,5
220,ukiyakan.master,5
221,ukiyakan.master,2
3475,ukiyakan.master,2
3474,ukiyakan.master,2
3491,ukiyakan.master,2
3396,ukiyakan.master,3
3489,ukiyakan.master,3
3494,ukiyakan.master,2
3483,ukiyakan.master,2
3394,ukiyakan.master,4
1147,ukiyakan.master,2
787,ukiyakan.master,3
3242,ukiyakan.master,8
204,ukiyakan.master,7
2109,ukiyakan.master,2
1000,ukiyakan.master,3
997,ukiyakan.master,2
3477,ukiyakan.master,4
2616,ukiyakan.master,1
443,ukiyakan.master,1
458,ukiyakan.master,3
452,ukiyakan.master,4
412,ukiyakan.master,4
424,ukiyakan.master,4
3365,ukiyakan.master,2
3372,ukiyakan.master,2
3506,ukiyakan.master,2
2604,ukiyakan.master,5
1676,ukiyakan.master,4
2853,ukiyakan.master,2
442,ukiyakan.master,1
451,ukiyakan.master,1
1388,ukiyakan.master,5
100,ukiyakan.master,5
3046,ukiyakan.master,4
1387,ukiyakan.master,4
184,ukiyakan.master,4
3062,ukiyakan.master,6
1278,ukiyakan.master,4
1279,ukiyakan.master,4
1277,ukiyakan.master,4
1875,ukiyakan.master,2
600,ukiyakan.master,4
192,ukiyakan.master,3
194,ukiyakan.master,3
190,ukiyakan.master,3
3436,ukiyakan.master,3
2758,ukiyakan.master,4
193,ukiyakan.master,4
1272,ukiyakan.master,4
191,ukiyakan.master,3
2610,ukiyakan.master,4
1343,ukiyakan.master,2
971,ukiyakan.master,5
1806,ukiyakan.master,3
9501,poke,7
436,ukiyakan.master,2
1054,ukiyakan.master,3
1053,ukiyakan.master,4
2386,ukiyakan.master,2
2759,ukiyakan.master,4
1501,ukiyakan.master,4
932,ukiyakan.master,2
3282,ukiyakan.master,2
1518,ukiyakan.master,2
3066,ukiyakan.master,2
2117,ukiyakan.master,2
941,ukiyakan.master,4
985,ukiyakan.master,2
2289,ukiyakan.master,3
168,ukiyakan.master,3
3325,ukiyakan.master,4
1066,ukiyakan.master,4
3082,ukiyakan.master,4
628,ukiyakan.master,2
210,ukiyakan.master,4
1002,ukiyakan.master,4
1492,ukiyakan.master,5
1497,ukiyakan.master,2
1499,ukiyakan.master,3
9907,ViviAlhazerd,10
1883,ukiyakan.master,2
1541,ukiyakan.master,5
547,ukiyakan.master,4
3614,ukiyakan.master,2
1537,ukiyakan.master,5
3599,ukiyakan.master,3
1006,ukiyakan.master,2
3020,ukiyakan.master,3
548,ukiyakan.master,2
938,ukiyakan.master,4
3093,ukiyakan.master,2
3021,ukiyakan.master,4
9699,searcher,10
1988,ukiyakan.master,4
1730,ukiyakan.master,4
3007,ukiyakan.master,2
552,ukiyakan.master,3
1549,ukiyakan.master,3
3025,ukiyakan.master,3
3022,ukiyakan.master,2
1511,ukiyakan.master,4
564,ukiyakan.master,3
1365,ukiyakan.master,3
934,ukiyakan.master,4
2983,ukiyakan.master,2
975,ukiyakan.master,5
2577,ukiyakan.master,3
2169,ukiyakan.master,2
1603,ukiyakan.master,2
1733,ukiyakan.master,4
1419,ukiyakan.master,8
3640,ukiyakan.master,4
2164,ukiyakan.master,3
554,ukiyakan.master,3
992,ukiyakan.master,3
1642,ukiyakan.master,1
2307,ukiyakan.master,2
1613,ukiyakan.master,3
1615,ukiyakan.master,3
591,ukiyakan.master,2
3651,ukiyakan.master,2
608,ukiyakan.master,1
1342,ukiyakan.master,4
1655,ukiyakan.master,2
2208,ukiyakan.master,2
2441,ukiyakan.master,1
3086,ukiyakan.master,4
1207,ukiyakan.master,3
3119,ukiyakan.master,5
3395,ukiyakan.master,3
2586,ukiyakan.master,2
513,ukiyakan.master,5
1339,ukiyakan.master,2
1166,ukiyakan.master,3
2797,ukiyakan.master,3
516,ukiyakan.master,3
517,ukiyakan.master,2
519,ukiyakan.master,2
514,ukiyakan.master,6
515,ukiyakan.master,2
518,ukiyakan.master,2
1605,ukiyakan.master,3
593,ukiyakan.master,5
1760,ukiyakan.master,4
713,ukiyakan.master,3
55,ukiyakan.master,2
592,ukiyakan.master,2
1822,ukiyakan.master,4
169,ukiyakan.master,2
2510,ukiyakan.master,4
1828,ukiyakan.master,4
3558,ukiyakan.master,2
205,ihave,5
5544,Stella,10
569,lute,10
3317,takanashi,9
2504,aiko1122,5
2516,aiko1122,4
2301,aiko1122,4
1488,aiko1122,4
1486,aiko1122,4
2526,aiko1122,4
1816,aiko1122,8
1485,aiko1122,8
1191,aiko1122,8
3889,aiko1122,3
3888,aiko1122,3
405,aiko1122,3
407,aiko1122,3
1148,aiko1122,3
1158,aiko1122,5
1165,aiko1122,4
1153,aiko1122,4
1289,arearea,8
523,arearea,7
525,arearea,7
1602,arearea,10
1601,arearea,10
2320,arearea,8
1813,arearea,7
1430,arearea,4
1433,arearea,10
1431,arearea,3
1477,arearea,8
1418,arearea,8
1424,arearea,8
1425,arearea,2
1426,arearea,3
1427,arearea,4
1428,arearea,5
1423,arearea,4
1644,arearea,8
1645,arearea,9
504,ukiyakan.master,3
506,ukiyakan.master,2
503,ukiyakan.master,4
509,ukiyakan.master,3
507,ukiyakan.master,2
510,ukiyakan.master,2
508,ukiyakan.master,2
505,ukiyakan.master,1
3637,ukiyakan.master,3
3635,ukiyakan.master,4
3636,ukiyakan.master,3
2452,ukiyakan.master,4
2642,ukiyakan.master,4
2682,ukiyakan.master,5
1163,ukiyakan.master,3
541,ukiyakan.master,5
159,ukiyakan.master,4
160,ukiyakan.master,4
162,ukiyakan.master,3
602,ukiyakan.master,2
3084,ukiyakan.master,4
6399,ihave,2
2269,tatsuko564,8
1023,ahoudori,10
3570,ahoudori,9
3044,ihave,2
165,ihave,3
61,ihave,4
3389,ihave,4
3567,ihave,3
9617,XOHOKa,10
3390,ihave,2
2945,ihave,2
2936,ihave,2
1863,ihave,3
90,ihave,3
7180,fst1246,4
1546,ihave,4
3707,ihave,2
173,ihave,2
3387,ihave,3
2948,ihave,2
1617,ihave,2
3451,ihave,5
703,sanma1854,5
2795,aiko1122,1
701,yukey,10
703,ascwevasc,10
3542,gamou101,9
3982,aiko1122,1
1077,aomisou,3
4511,ubu,7
168,76421,8
2450,dewdrops,4
2307,76421,7
1663,ukiyakan.master,4
9742,alternative=striker,5
2116,asterrusk,3
198,ihave,3
196,ihave,4
1594,gaushika,9
2509,aiko1122,4
1919,aiko1122,6
1814,aiko1122,5
2332,aiko1122,1
200,aiko1122,4
2519,aiko1122,7
2520,aiko1122,3
3388,aiko1122,3
2502,aiko1122,4
2527,aiko1122,4
2522,aiko1122,2
596,aiko1122,5
2534,aiko1122,4
1469,aiko1122,2
4034,aiko1122,2
3409,aiko1122,2
3187,aiko1122,4
204,aiko1122,2
1463,aiko1122,3
2370,aiko1122,7
2135,aiko1122,3
2542,aiko1122,2
2544,aiko1122,3
2549,aiko1122,4
2551,aiko1122,2
2372,aiko1122,3
1321,aiko1122,3
2560,aiko1122,6
2653,aiko1122,4
1474,aiko1122,6
1475,aiko1122,2
1835,aiko1122,3
3987,ihave,5
2148,aiko1122,2
2595,aiko1122,1
2598,aiko1122,1
2597,aiko1122,2
2596,aiko1122,3
2601,aiko1122,3
2600,aiko1122,2
2599,aiko1122,3
3192,aiko1122,2
1860,aiko1122,4
844,aiko1122,3
1861,aiko1122,6
1862,aiko1122,5
1713,aiko1122,5
997,aiko1122,6
3184,aiko1122,3
2556,aiko1122,4
626,aiko1122,5
1654,aiko1122,5
2028,aiko1122,3
2029,aiko1122,5
2566,aiko1122,4
1338,aiko1122,3
1340,aiko1122,4
338,aiko1122,7
358,aiko1122,4
361,aiko1122,2
2569,aiko1122,8
2557,aiko1122,3
2573,aiko1122,2
2574,aiko1122,4
869,aiko1122,5
764,aiko1122,3
214,aiko1122,2
1586,aiko1122,4
3633,黄昏の統括者,5
2596,黄昏の統括者,7
1229,黄昏の統括者,3
1117,黄昏の統括者,3
2269,黄昏の統括者,5
2179,黄昏の統括者,7
1614,黄昏の統括者,3
593,黄昏の統括者,5
2588,黄昏の統括者,7
1556,黄昏の統括者,8
3704,黄昏の統括者,7
985,ihave,2
1418,黄昏の統括者,5
250,黄昏の統括者,5
1855,黄昏の統括者,5
2758,黄昏の統括者,8
2530,aiko1122,4
2856,aiko1122,2
3458,aiko1122,7
3456,aiko1122,3
4150,aiko1122,3
61,moon54788,7
903,aiko1122,2
1804,lifefinish,3
168,zimugata,10
61,misutsu940612,9
684,zimugata,9
64,misutsu940612,10
65,misutsu940612,9
66,misutsu940612,9
62,misutsu940612,9
1056,ihave,2
2583,ihave,2
912,aiko1122,3
910,aiko1122,1
1892,aiko1122,4
2446,aiko1122,5
2577,aiko1122,2
2289,aiko1122,3
1715,aiko1122,4
627,aiko1122,3
2609,aiko1122,6
2612,aiko1122,7
513,aiko1122,2
516,aiko1122,2
514,aiko1122,2
518,aiko1122,2
520,aiko1122,1
515,aiko1122,2
519,aiko1122,4
521,aiko1122,5
517,aiko1122,6
3335,aiko1122,4
2620,aiko1122,3
3589,aiko1122,1
412,aiko1122,4
417,aiko1122,3
4400,ihave,3
4400,lifefinish,3
4395,aiko1122,4
4406,aiko1122,4
3372,aiko1122,6
424,aiko1122,5
422,aiko1122,2
421,aiko1122,4
428,aiko1122,2
432,aiko1122,3
430,aiko1122,3
433,aiko1122,4
434,aiko1122,2
435,aiko1122,2
436,aiko1122,1
4412,aiko1122,5
425,aiko1122,1
4413,aiko1122,1
3365,aiko1122,4
3504,aiko1122,3
419,aiko1122,4
447,aiko1122,5
448,aiko1122,3
450,aiko1122,2
446,aiko1122,1
449,aiko1122,4
437,aiko1122,5
438,aiko1122,1
441,aiko1122,2
440,aiko1122,3
439,aiko1122,4
3506,aiko1122,4
2611,aiko1122,2
3701,aiko1122,4
3172,aiko1122,2
3171,aiko1122,3
1681,aiko1122,3
1679,aiko1122,3
1680,aiko1122,3
2626,aiko1122,4
1508,黄昏の統括者,3
1429,infernodie,9
2033,MGN,8
1855,biidaru,8
1763,tgl,10
1877,fst1246,5
2521,ootachi877,2
6754,ootachi877,9
853,ootachi877,3
2075,ootachi877,3
3424,ihave,4
2010,ihave,4
3466,agedashidouhu,4
2013,ihave,2
1647,ihave,3
1650,ihave,4
2015,ihave,2
1648,ihave,4
591,ihave,3
592,ihave,2
596,ihave,3
4415,ihave,4
2626,ihave,4
1820,ihave,2
1859,ihave,3
2327,ihave,2
447,ihave,4
1154,ihave,3
1238,grsifle,10
4417,ihave,3
2350,ihave,2
1800,ihave,3
1161,ihave,3
3226,ihave,3
980,ihave,4
995,ihave,3
1007,ihave,2
2970,kabugiko,1
989,ihave,2
1008,ihave,2
1009,ihave,2
4418,ihave,3
976,ihave,4
2952,kabugiko,3
2953,kabugiko,1
1010,ihave,2
1078,kabugiko,1
4419,ihave,4
275,kabugiko,5
276,kabugiko,5
1198,kabugiko,5
1353,kabugiko,2
4420,ihave,3
3993,kabugiko,3
4001,kabugiko,1
4421,ihave,2
2655,kabugiko,3
2276,kabugiko,10
4422,ihave,2
4423,ihave,2
1072,kabugiko,6
1073,kabugiko,4
1074,kabugiko,7
3684,ihave,2
3687,ihave,2
3686,ihave,2
2491,selfeena,7
3683,ihave,2
4425,ihave,4
4427,ihave,5
4428,ihave,4
4429,ihave,3
271,misutsu940612,10
4430,ihave,3
4433,ihave,3
4432,ihave,3
4434,ihave,3
4435,ihave,2
4426,ihave,3
3426,ihave,3
1233,grsifle,10
1168,grsifle,10
550,grsifle,9
551,grsifle,9
552,grsifle,9
553,grsifle,9
554,grsifle,9
870,grsifle,10
546,grsifle,10
549,grsifle,10
869,grsifle,10
804,grsifle,9
2631,grsifle,10
2875,grsifle,10
2465,脳沸365,2
2674,aiko1122,3
2676,aiko1122,1
2675,aiko1122,1
2859,aiko1122,4
1689,aiko1122,4
1688,aiko1122,5
1674,aiko1122,1
3260,aiko1122,1
3259,aiko1122,1
1678,aiko1122,7
3261,aiko1122,1
3258,aiko1122,1
1675,aiko1122,1
3257,aiko1122,1
1676,aiko1122,2
1677,aiko1122,1
615,aiko1122,3
616,aiko1122,5
975,aiko1122,1
2632,aiko1122,4
2641,aiko1122,3
2444,aiko1122,3
2677,aiko1122,4
2678,aiko1122,3
2682,aiko1122,4
2809,aiko1122,4
2585,aiko1122,7
2021,aiko1122,3
2529,aiko1122,5
299,aiko1122,2
317,aiko1122,3
938,aiko1122,9
947,aiko1122,2
1953,aiko1122,4
2823,aiko1122,4
2830,aiko1122,4
2832,aiko1122,2
1817,aiko1122,5
2062,momizi3,6
2041,momizi3,6
2063,momizi3,6
4440,aiko1122,4
1766,aiko1122,2
3406,aiko1122,1
2835,aiko1122,4
2836,aiko1122,2
3384,aiko1122,3
3385,aiko1122,2
1989,aiko1122,4
4436,aiko1122,4
4441,aiko1122,3
4443,aiko1122,4
1768,aiko1122,5
4444,aiko1122,3
579,momizi3,6
581,momizi3,6
580,momizi3,6
582,momizi3,6
583,momizi3,6
1430,cppl,2
1017,riura,4
4424,ihave,2
563,ViviAlhazerd,9
2285,chacha3,7
4456,ihave,3
4455,ihave,4
4458,ihave,3
4452,ihave,4
90,riura,4
4451,ihave,5
4459,ihave,4
2660,ihave,3
4464,ihave,3
4457,ihave,3
4465,ihave,2
4461,ihave,4
4460,ihave,4
4462,ihave,2
849,勇者ヨツヒコ,7
4463,ihave,5
2843,ihave,3
1369,misutsu940612,10
2844,ihave,3
1602,rifanatominami,8
1601,rifanatominami,7
2131,rifanatominami,8
2478,mafuter,8
2479,mafuter,4
2480,mafuter,9
70,ryushasw,8
71,ryushasw,7
72,ryushasw,8
3614,shishou9119,9
1985,Sek8483,3
1288,riura,7
60,riura,4
61,riura,8
1609,riura,10
3354,riura,1
1612,riura,8
572,riura,7
845,riura,9
168,riura,6
869,riura,7
764,riura,2
870,riura,8
846,riura,6
838,riura,3
3084,riura,4
852,riura,6
3670,riura,5
1419,fsagagd,7
528,JK,7
2930,勇者ヨツヒコ,6
3623,rifanatominami,8
3624,rifanatominami,7
4359,rifanatominami,8
4360,rifanatominami,7
1855,ahoudori,9
1288,climinadiz,7
1290,climinadiz,8
1017,snowman2929,10
1018,snowman2929,10
2580,climinadiz,10
1822,climinadiz,10
2478,ihave,6
3654,climinadiz,9
3655,climinadiz,6
3651,climinadiz,5
3653,climinadiz,5
3652,climinadiz,4
8659,yp0219kud,7
8659,nutari,10
9554,nutari,10
1581,TriggerHappy,5
194,naritato,9
1732,rifanatominami,7
1053,tsukioka,7
845,うに大根,6
789,Sek8483,2
405,kidos,8
555,zooue,9
1000,ihave,4
60,hongxiaoyu,9
981,ihave,6
1084,matumiya,7
2262,Sek8483,2
2489,rifanatominami,8
3078,Sek8483,2
168,abcxyz142857,9
1626,Sek8483,2
993,ihave,4
6394,abcxyz142857,7
258,kmule,6
259,kmule,6
261,kmule,5
262,kmule,5
260,kmule,6
3978,Sek8483,2
533,ihave,4
4480,ihave,3
4481,ihave,3
4482,ihave,3
53,zooue,5
54,zooue,5
4483,ihave,2
4484,ihave,4
1537,ahoudori,10
4485,ihave,3
4486,ihave,2
4487,ihave,4
4491,ihave,2
4494,ihave,2
4495,ihave,4
4569,ryushasw,9
1013,黄昏の統括者,5
575,yuito,8
690,MGN,7
3632,kabugiko,3
3420,kabugiko,1
3160,kabugiko,8
1124,kabugiko,4
1125,kabugiko,4
1126,kabugiko,8
1127,kabugiko,3
1128,kabugiko,3
2963,kabugiko,3
2964,kabugiko,1
2965,kabugiko,6
1373,kabugiko,5
2976,kabugiko,9
189,kabugiko,7
4497,ihave,4
3561,lifefinish,3
1326,lifefinish,1
1546,ahoudori,10
2165,黄昏の統括者,5
2359,黄昏の統括者,5
2619,黄昏の統括者,3
4444,黄昏の統括者,3
1874,黄昏の統括者,3
1492,黄昏の統括者,7
2518,黄昏の統括者,7
734,黄昏の統括者,9
3386,黄昏の統括者,3
934,黄昏の統括者,3
3477,黄昏の統括者,5
2087,黄昏の統括者,5
2084,黄昏の統括者,3
1824,黄昏の統括者,8
2376,黄昏の統括者,5
2201,黄昏の統括者,3
1816,黄昏の統括者,5
2489,黄昏の統括者,7
2599,黄昏の統括者,7
2514,黄昏の統括者,5
700,miwa441,9
1448,akann0721,6
1449,akann0721,4
1238,tasogarenogoei,5
1231,tasogarenogoei,5
6720,EOS,10
3472,ihave,4
2067,aiko1122,1
2068,aiko1122,2
2069,aiko1122,1
3050,shiokaze7000,3
2837,aiko1122,2
258,toyo2nd,7
259,toyo2nd,5
4511,aiko1122,1
2561,aiko1122,3
3394,aiko1122,4
3396,aiko1122,4
2022,aiko1122,5
517,andworld,4
3284,aiko1122,3
2671,aiko1122,4
2841,aiko1122,3
2344,aiko1122,3
1812,aiko1122,4
4535,aiko1122,5
4536,aiko1122,3
4537,aiko1122,4
2843,aiko1122,1
2845,aiko1122,1
3770,1031opapi,8
2844,aiko1122,4
2846,aiko1122,3
3468,aiko1122,1
3467,aiko1122,1
3469,aiko1122,1
3466,aiko1122,3
2587,aiko1122,8
4539,aiko1122,7
2847,aiko1122,4
841,aiko1122,5
1471,aiko1122,5
3436,Sek8483,2
2920,kidos,3
3360,aiko1122,2
3017,aiko1122,4
1717,aiko1122,3
1719,aiko1122,4
1722,aiko1122,3
2150,aiko1122,3
3472,aiko1122,2
3473,aiko1122,2
3474,aiko1122,3
3475,aiko1122,2
3483,aiko1122,3
3485,aiko1122,2
2161,aiko1122,2
1480,aiko1122,3
1481,aiko1122,3
1556,aiko1122,9
1493,aiko1122,4
593,ThunderHead,8
730,ThunderHead,9
2340,ihave,4
2165,lifefinish,7
2363,lifefinish,3
2925,pyuahua,10
1776,ootachi877,8
194,ootachi877,8
275,madao072,6
276,madao072,3
2855,kidos,2
2854,kidos,7
2918,kidos,8
1589,kidos,2
1590,kidos,5
198,kidos,8
1148,kidos,8
406,kidos,2
407,kidos,5
2815,climinadiz,9
110,moni8792,9
129,moni8792,7
4511,grsifle,10
4512,grsifle,9
4513,grsifle,9
4514,grsifle,9
4515,grsifle,10
4516,grsifle,10
170,grsifle,10
1051,grsifle,9
1052,grsifle,9
1055,grsifle,10
1056,grsifle,10
5792,millzmess,4
1070,millzmess,5
1590,ihave,6
3030,KaNaTa,5
3031,KaNaTa,10
1026,haruha,9
3122,haruha,9
602,talkshowhost,2
599,talkshowhost,4
2067,カラス,7
4568,ihave,2
3453,ihave,3
5544,valkirie08,9
2919,ihave,6
6451,kihane,2
405,yami016,10
2186,yami016,5
2177,yami016,5
869,yami016,6
4359,yami016,3
870,yami016,6
615,yami016,7
4574,aiko1122,2
606,yami016,4
1609,yami016,4
1612,yami016,4
1779,yami016,5
3122,fsagagd,7
2248,yami016,9
207,yami016,8
579,yami016,7
2594,yami016,7
601,talkshowhost,2
4511,houtengageki,8
852,houtengageki,9
2489,dewdrops,6
2490,dewdrops,5
2601,dewdrops,5
1929,dewdrops,2
1933,dewdrops,8
2060,dewdrops,5
547,dewdrops,5
549,dewdrops,7
555,you-know-you-ring,10
569,you-know-you-ring,10
611,you-know-you-ring,10
546,you-know-you-ring,10
1791,you-know-you-ring,10
377,you-know-you-ring,10
3122,you-know-you-ring,10
1693,you-know-you-ring,10
616,you-know-you-ring,10
1674,ViviAlhazerd,9
1688,ViviAlhazerd,10
1689,ViviAlhazerd,10
3259,ViviAlhazerd,9
3260,ViviAlhazerd,8
1678,ViviAlhazerd,8
3261,ViviAlhazerd,5
1675,ViviAlhazerd,8
1676,ViviAlhazerd,9
1677,ViviAlhazerd,9
3256,ViviAlhazerd,9
3257,ViviAlhazerd,8
3258,ViviAlhazerd,8
159,ViviAlhazerd,7
160,ViviAlhazerd,4
161,ViviAlhazerd,7
1888,saotomeTsukasa,7
3591,saotomeTsukasa,4
1158,saotomeTsukasa,7
2984,saotomeTsukasa,3
2616,saotomeTsukasa,8
531,saotomeTsukasa,7
820,saotomeTsukasa,8
1425,saotomeTsukasa,2
2383,saotomeTsukasa,4
3703,saotomeTsukasa,9
1737,saotomeTsukasa,6
2993,saotomeTsukasa,10
4490,saotomeTsukasa,4
2109,saotomeTsukasa,9
1210,saotomeTsukasa,9
1252,saotomeTsukasa,9
2628,saotomeTsukasa,3
4423,saotomeTsukasa,8
1619,saotomeTsukasa,7
1875,saotomeTsukasa,8
2832,saotomeTsukasa,7
2913,saotomeTsukasa,8
2398,saotomeTsukasa,5
1521,saotomeTsukasa,6
2605,saotomeTsukasa,9
684,abcxyz142857,10
627,saotomeTsukasa,9
1388,ootachi877,9
9067,H3O,3
3466,fsagagd,7
3264,noire_uni,4
1424,dewdrops,7
1423,dewdrops,7
2274,dewdrops,6
963,dewdrops,5
2248,dewdrops,9
997,dewdrops,5
4363,dewdrops,3
2631,dewdrops,8
1145,dewdrops,6
1147,dewdrops,3
3450,dewdrops,5
3451,dewdrops,5
982,dewdrops,6
572,dewdrops,3
5771,Lij4DBuz9shDd77WmSZl6bTUYCeo9bmN,3
1502,dewdrops,3
1503,dewdrops,3
532,うに大根,3
535,うに大根,4
537,うに大根,5
536,うに大根,3
616,dewdrops,7
1226,dewdrops,7
2229,dewdrops,6
4473,dewdrops,6
4475,dewdrops,5
2186,dewdrops,7
1609,dewdrops,5
3354,dewdrops,4
870,dewdrops,6
871,dewdrops,4
2087,dewdrops,6
2088,dewdrops,6
3734,akann0721,3
3466,dewdrops,5
561,dewdrops,3
1305,dewdrops,5
1363,dewdrops,5
1365,dewdrops,6
3300,dewdrops,4
3703,dewdrops,5
3770,H3O,7
1029,ahoudori,10
4640,nezumo,5
2360,lifefinish,3
207,yafuru3,7
410,rifanatominami,8
2617,ihave,6
3322,ThunderHead,9
1224,lifefinish,5
3437,moni8792,7
2522,aomisou,9
1119,kabugiko,3
1121,kabugiko,4
1120,kabugiko,3
100,kabugiko,5
1758,kabugiko,5
1759,kabugiko,2
1190,kabugiko,3
1201,kabugiko,2
1200,kabugiko,4
1202,kabugiko,1
4550,kabugiko,6
2967,tenhouin,10
4541,aiko1122,3
3477,aiko1122,4
3478,aiko1122,5
3479,aiko1122,6
2181,aiko1122,2
2185,aiko1122,6
1418,aiko1122,3
4560,aiko1122,2
2854,aiko1122,5
730,ihave,3
2379,sohuto8,9
1814,asterrusk,3
130,noire_uni,4
321,noire_uni,5
522,noire_uni,3
102,noire_uni,3
1370,カラス,1
3263,noire_uni,4
3266,noire_uni,4
575,ihave,3
3267,noire_uni,4
2480,mmuugg,10
169,rifanatominami,9
3568,rifanatominami,9
1000,NIIKE,10
990,NIIKE,9
993,NIIKE,9
981,NIIKE,10
2524,NIIKE,10
997,NIIKE,10
3184,NIIKE,10
977,NIIKE,9
1644,NIIKE,10
1645,NIIKE,10
808,NIIKE,9
810,NIIKE,10
809,NIIKE,7
615,NIIKE,9
616,NIIKE,9
